ItemNo,Item Status,ItemName,Material,PatentInfo,CatalogDescription,MaterialDescPatent,ColorList,CatalogSize,ImprintTextAll,PackagingAndWeight,PackagingDetails,CatalogWeight,Disclaimers,Batteries,CatalogRuncharges,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceUSCol1,PriceUSCol2,PriceUSCol3,PriceUSCol4,PriceUSCol5
SM-4640,Inline,The Cougar Pen with Blue Ink,Plastic,,Retractable Ballpoint Pen with BLUE ink.,Plastic. Retractable Ballpoint Pen with BLUE ink.,"Silver, Solid Black, Solid Blue, Translucent Red, White w/ Blue Trim, White w/ Orange Trim or White w/ Red Trim","5.5"" L","ColorPrint per side: 3/4"" H x 1-1/4"" W (1 color only)","Bulk Packed / 16 lbs. per case of 1000
Run Charge: Level 1",Bulk Packed,Bulk Packed / 16 lbs. per case of 1000,,, Level 1,500,1500,2500,3750,5000,0.52 ,0.46 ,0.41 ,0.35 ,0.29 
SM-4801,Inline,The Nash Pen-Stylus,Plastic,,Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,Plastic. Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,"Silver, Silver w/ Black Trim, Silver w/ Blue Trim, Silver w/ Green Trim, Silver w/ Orange Trim, Silver w/ Purple Trim or Silver w/ Red Trim","5.75"" L","ColorPrint one location: 3/4"" H x 1-3/4"" W (1 color only)
ColorPrint per side: 3/8"" H x 1-1/8"" W (multi-color)
ColorPrint per side: 1/4"" H x 1-3/4"" W (1 color only)","Bulk Packed / 29 lbs. per case of 750
Run Charge: Level 1",Bulk Packed,Bulk Packed / 29 lbs. per case of 750,,, Level 1,250,1375,2500,3750,5000,0.97 ,0.89 ,0.81 ,0.73 ,0.65 
SM-4802,Inline,The Nash Pen-Stylus - Spirit,ABS Plastic,,Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,ABS Plastic. Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,"Green, Orange, Purple, Red or Royal Blue","5.5"" L","ColorPrint one location: 3/4"" H x 1-3/4"" W (1 color only)
ColorPrint one location: 3/8"" H x 1-1/8"" W (multi-color)
ColorPrint per side: 1/4"" H x 1-3/4"" W (1 color only)","
Run Charge: Level 1",Bulk Packed,,,, Level 1,400,1450,2500,3750,5000,0.90 ,0.84 ,0.77 ,0.71 ,0.65 
SM-4803,Inline,The Nash Pen-Stylus - Verve,ABS Plastic,,Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,ABS Plastic. Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Blue, Green, Pink, White or Yellow","5.5"" L","ColorPrint one location: 3/4"" H x 1-3/4"" W (1 color only)
ColorPrint one location: 3/8"" H x 1-1/8"" W (multi-color)
ColorPrint per side: 1/4"" H x 1-3/4"" W (1 color only)","
Run Charge: Level 1",Bulk Packed,,,, Level 1,400,1450,2500,3750,5000,0.86 ,0.77 ,0.67 ,0.58 ,0.49 
SM-4804,New,The Nash Pen-Stylus - Crystal,ABS Plastic,,Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,ABS Plastic. Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,"Translucent Blue, Translucent Green, Translucent Orange, Translucent Pink, Translucent Purple or Translucent Red","5.25"" L","ColorPrint one location: 3/4"" H x 1-3/4"" W (1 color only)
ColorPrint per side: 3/8"" H x 1-1/8"" W (multi-color)
ColorPrint per side: 1/4"" H x 1-3/4"" W (1 color only)","Bulk Packed / 9 lbs. per case of 750
Run Charge: Level 1
Media device not included.",Bulk Packed,Bulk Packed / 9 lbs. per case of 750,Media device not included.,, Level 1,400,1450,2500,3750,5000,0.88 ,0.82 ,0.76 ,0.71 ,0.65 
SM-4807,Inline,The Cersei Pen-Stylus,ABS Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,ABS Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Gunmetal, Red, Royal Blue or Silver","5.436"" L","ColorPrint per side: 1/2"" H x 1-1/4"" W (1 color only)","Bulk Packed / 0 lbs. per case of 750
Run Charge: Level 1",Bulk Packed,Bulk Packed / 0 lbs. per case of 750,,, Level 1,300,1400,2500,3750,5000,1.01 ,0.91 ,0.80 ,0.70 ,0.59 
SM-4808,New,Nash Pen-Stylus-Highlighter - Glamour,Plastic,,Dual-function.  Twist-action ballpoint pen and yellow highlighter.  Includes soft rubber stylus tip for touchscreen devices.,Plastic. Dual-function.  Twist-action ballpoint pen and yellow highlighter.  Includes soft rubber stylus tip for touchscreen devices.,"Silver, Silver w/ Black Trim, Silver w/ Blue Trim, Silver w/ Green Trim, Silver w/ Orange Trim, Silver w/ Pink Trim, Silver w/ Purple Trim, Silver w/ Red Trim or Silver w/ Yellow Trim","5.75"" L","ColorPrint one location: 3/4"" H x 1-1/8"" W (1 color only)
ColorPrint per side: 3/8"" H x 1-1/8"" W (multi-color)
ColorPrint per side semi wrap: 1/4"" H x 1-1/8"" W (1 color only)","Bulk Packed / 9 lbs. per case of 500
Run Charge: Level 1",Bulk Packed,Bulk Packed / 9 lbs. per case of 500,,, Level 1,400,1450,2500,3750,5000,1.16 ,1.12 ,1.08 ,1.03 ,0.99 
SM-4809,New,Nash Pen-Stylus-Highlighter - Crystal,ABS Plastic,,Dual-function.  Twist-action ballpoint pen and yellow highlighter.  Includes soft rubber stylus tip for touchscreen devices.,ABS Plastic. Dual-function.  Twist-action ballpoint pen and yellow highlighter.  Includes soft rubber stylus tip for touchscreen devices.,"Translucent Black, Translucent Blue, Translucent Green, Translucent Orange, Translucent Pink, Translucent Purple, Translucent Red or Translucent Yellow","5.75"" L","ColorPrint one location: 3/4"" H x 1-1/8"" W (1 color only)
ColorPrint per side: 3/8"" H x 1-1/8"" W (multi-color)
ColorPrint per side: 1/4"" H x 1-1/8"" W (1 color only)","Bulk Packed / 16 lbs. per case of 750
Run Charge: Level 1
Media device not included.",Bulk Packed,Bulk Packed / 16 lbs. per case of 750,Media device not included.,, Level 1,400,1450,2500,3750,5000,1.17 ,1.12 ,1.08 ,1.03 ,0.99 
SM-4811,Inline,The Stannis Pen-Stylus,ABS Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,ABS Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Green, Purple, Red or Royal Blue","5.313"" L","ColorPrint: 5/8"" H x 1-1/4"" W (1 color only)
ColorPrint: 1/4"" H x 1-1/4"" W (multi-color)","Bulk Packed / 16 lbs. per case of 850
Run Charge: Level 1",Bulk Packed,Bulk Packed / 16 lbs. per case of 850,,, Level 1,400,1450,2500,3750,5000,0.97 ,0.90 ,0.83 ,0.76 ,0.69 
SM-4814,Inline,The Tyrell Pen-Stylus,ABS Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,ABS Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Green, Red, Royal Blue or Silver","5.25"" L","ColorPrint: 3/4"" H x 1-3/4"" W (1 color only)
ColorPrint: 1/4"" H x 1-1/2"" W (multi-color)","Bulk Packed / 16 lbs. per case of 800
Run Charge: Level 1",Bulk Packed,Bulk Packed / 16 lbs. per case of 800,,, Level 1,400,1450,2500,3750,5000,0.88 ,0.82 ,0.76 ,0.71 ,0.65 
SM-4815,Inline,The Hide-Away Pen-Stylus,ABS Plastic,,Dual-function.  Twist-action ballpoint pen on one side and soft rubber stylus for touchscreen devices on the other side.,ABS Plastic. Dual-function.  Twist-action ballpoint pen on one side and soft rubber stylus for touchscreen devices on the other side.,"Black, Green, Royal Blue or Silver","4.875"" L","ColorPrint per side: 1/4"" H x 2"" W (1 color only)","Bulk Packed / 16 lbs. per case of 750
Run Charge: Level 1",Bulk Packed,Bulk Packed / 16 lbs. per case of 750,,, Level 1,500,1500,2500,3750,5000,0.77 ,0.72 ,0.68 ,0.63 ,0.59 
SM-4816,Inline,Torino Pen-Stylus,,,,,"Black, Green, Red or Royal Blue",,,"
",,,,,,,,,,,,,,,
SM-4818,New,The Nash Pen-Stylus - Click,ABS Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,ABS Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Lime Green, Orange, Red, Royal Blue or White","5.5"" L","ColorPrint one location: 3/4"" H x 1-3/4"" W (1 color only)
ColorPrint per side: 3/8"" H x 1-1/8"" W (multi-color)
ColorPrint per side: 1/4"" H x 1-3/4"" W (1 color only)","Bulk Packed / 16 lbs. per case of 750
Run Charge: Level 1
Media device not included.",Bulk Packed,Bulk Packed / 16 lbs. per case of 750,Media device not included.,, Level 1,400,1450,2500,3750,5000,0.84 ,0.75 ,0.66 ,0.58 ,0.49 
SM-4819,Inline,The Mandarin Pen-Stylus,Brass,,Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,Brass. Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Blue, Burgundy, Green or Silver","5.313"" L","ColorPrint: 3/4"" H x 1-3/4"" W (1 color only)
Laser Engraved: 1/4"" H x 1-1/2"" W (Engraves silver. Silver pen engraves gold or black with oxidation.)","Inserted in velvet pouch / 24 lbs. per case of 400
Run Charge: Level 2",Inserted in velvet pouch,Inserted in velvet pouch / 24 lbs. per case of 400,,, Level 2,150,700,1250,1875,2500,2.76 ,2.55 ,2.33 ,2.11 ,1.89 
SM-4822,Inline,The Giza Pen-Stylus,Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Green, Red, Royal Blue or Silver","5.5"" L","ColorPrint per side: 1/2"" H x 1-1/4"" W (1 color only)","Bulk Packed / 16 lbs. per case of 800
Run Charge: Level 1",Bulk Packed,Bulk Packed / 16 lbs. per case of 800,,, Level 1,500,1500,2500,3750,5000,0.72 ,0.66 ,0.60 ,0.55 ,0.49 
SM-4823,Inline,The Constellation Pen-Stylus,Plastic,,Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,Plastic. Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Green, Red, Royal Blue or Silver","5"" L","ColorPrint per side: 1/2"" H x 1"" W (1 color only)","Bulk Packed / 16 lbs. per case of 800
Run Charge: Level 1",Bulk Packed,Bulk Packed / 16 lbs. per case of 800,,, Level 1,500,1500,2500,3750,5000,0.79 ,0.73 ,0.67 ,0.61 ,0.55 
SM-4826,Inline,The Eclipse Pen-Stylus,Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Green, Orange, Purple, Red, Royal Blue or White","5.25"" L","ColorPrint per side: 1/2"" H x 1-1/4"" W (1 color only)","Bulk Packed / 16 lbs. per case of 800
Run Charge: Level 1",Bulk Packed,Bulk Packed / 16 lbs. per case of 800,,, Level 1,500,1500,2500,3750,5000,0.73 ,0.68 ,0.64 ,0.59 ,0.55 
SM-4830,Inline,The Charleston Pen-Stylus,Aluminum,,Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,Aluminum. Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Blue, Green, Red or Silver","5.25"" L","ColorPrint: 1/2"" H x 1-1/2"" W (1 color only)
Laser Engraved: 1/4"" H x 1-1/4"" W (Engraves silver. Silver pen engraves tone-on-tone.)","Inserted in velvet pouch / 15 lbs. per case of 500
Run Charge: Level 2",Inserted in velvet pouch,Inserted in velvet pouch / 15 lbs. per case of 500,,, Level 2,150,700,1250,1875,2500,1.95 ,1.83 ,1.70 ,1.58 ,1.45 
SM-4831,Inline,The Jefferson Pen-Stylus,Stainless Steel,,Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,Stainless Steel. Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Blue, Silver or Wine Red","5.5"" L","ColorPrint: 1/2"" H x 1-1/2"" W (1 color only)
Laser Engraved: 1/4"" H x 1-3/4"" W (Engraves in silver. Silver pen engraves gold or black with oxidation.)","Inserted in velvet pouch / 15 lbs. per case of 1000
Run Charge: Level 2",Inserted in velvet pouch,Inserted in velvet pouch / 15 lbs. per case of 1000,,, Level 2,150,700,1250,1875,2500,2.44 ,2.25 ,2.07 ,1.88 ,1.69 
SM-4833,Inline,The Mini Planet Pen-Stylus,Recycled Cardboard,,Retractable mini ballpoint pen with soft rubber stylus for touchscreen devices.,Recycled Cardboard. Retractable mini ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Lime Green, Red or Royal Blue","4.813"" L","ColorPrint per side: 1/2"" H x 2"" W (1 color only)","Bulk Packed / 16 lbs. per case of 1000
Run Charge: Level 1",Bulk Packed,Bulk Packed / 16 lbs. per case of 1000,,, Level 1,500,1500,2500,3750,5000,0.74 ,0.69 ,0.65 ,0.60 ,0.55 
SM-4834,Inline,The Planet Pen-Stylus,Recycled Cardboard,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Recycled Cardboard. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Lime Green, Orange, Red or Royal Blue","5.5"" L","ColorPrint per side: 3/4"" H x 1-1/2"" W (1 color only)","Bulk Packed / 15 lbs. per case of 1000
Run Charge: Level 1",Bulk Packed,Bulk Packed / 15 lbs. per case of 1000,,, Level 1,400,1450,2500,3750,5000,0.81 ,0.72 ,0.63 ,0.54 ,0.45 
SM-4836,Inline,The Graffiti Pen-Stylus-Highlighter,Plastic,,Dual-function.  Twist-action ballpoint pen and yellow highlighter.  Includes soft rubber stylus for touchscreen devices.,Plastic. Dual-function.  Twist-action ballpoint pen and yellow highlighter.  Includes soft rubber stylus for touchscreen devices.,"Black, Lime Green, Red, Royal Blue or White","5.5"" L","ColorPrint per side: 1/2"" H x 1-5/8"" W (1 color only)","Bulk Packed / 16 lbs. per case of 800
Run Charge: Level 1",Bulk Packed,Bulk Packed / 16 lbs. per case of 800,,, Level 1,350,1425,2500,3750,5000,1.04 ,0.98 ,0.91 ,0.85 ,0.79 
SM-4838,Inline,The Perabo Pen-Stylus,Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Green, Purple, Red, Royal Blue or Silver","5.375"" L","ColorPrint per side: 1/2"" H x 1-3/4"" W (1 color only)","Bulk Packed / 20 lbs. per case of 1000
Run Charge: Level 1",Bulk Packed,Bulk Packed / 20 lbs. per case of 1000,,, Level 1,300,1400,2500,3750,5000,1.06 ,1.02 ,0.97 ,0.93 ,0.89 
SM-4839,New,The Nash Pen-Stylus with Screen Cleaner,ABS Plastic,,Multi-function pen. Soft rubber stylus tip and screen cleaner clip for touchscreen devices. Removable cap exposes spray tip for use of screen cleaning liquid.,ABS Plastic. Multi-function pen. Soft rubber stylus tip and screen cleaner clip for touchscreen devices. Removable cap exposes spray tip for use of screen cleaning liquid.,"Green, Orange, Red, Royal Blue, Silver, Silver w/ Black Trim, Silver w/ Blue Trim, Silver w/ Green Trim or Silver w/ Red Trim","5.75"" L","ColorPrint one location: 3/4"" H x 1-3/4"" W (1 color only)
ColorPrint per side: 3/8"" H x 1-1/8"" W (multi-color)
ColorPrint per side: 1/4"" H x 1-3/4"" W (1 color only)","Bulk Packed / 18 lbs. per case of 750
Run Charge: Level 1
Media device not included.",Bulk Packed,Bulk Packed / 18 lbs. per case of 750,Media device not included.,, Level 1,300,775,1250,1875,2500,1.92 ,1.79 ,1.66 ,1.52 ,1.39 
SM-4840,Inline,The Cougar Pen-Stylus - Glamour,Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Blue, Red, Silver, Silver w/ Black Trim, Silver w/ Blue Trim, Silver w/ Green Trim or Silver w/ Red Trim","5.75"" L","ColorPrint per side: 3/4"" H x 1-1/4"" W (1 color only)","Bulk Packed / 8 lbs. per case of 500
Run Charge: Level 1",Bulk Packed,Bulk Packed / 8 lbs. per case of 500,,, Level 1,300,1400,2500,3750,5000,0.80 ,0.69 ,0.59 ,0.49 ,0.39 
SM-4841,Inline,The Cougar Pen-Stylus - Tradition,Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Blue, Green, Orange or Red","5.75"" L","ColorPrint per side: 3/4"" H x 1-1/4"" W (1 color only)","Bulk Packed / 20 lbs. per case of 1000
Run Charge: Level 1",Bulk Packed,Bulk Packed / 20 lbs. per case of 1000,,, Level 1,300,1400,2500,3750,5000,0.76 ,0.67 ,0.58 ,0.48 ,0.39 
SM-4843,New,The Cougar Pen-Stylus - Spirit,ABS Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,ABS Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Blue, Green, Red or Yellow","5.75"" L","ColorPrint per side: 3/4"" H x 1-1/4"" W (1 color only)","Bulk Packed / 18 lbs. per case of 750
Run Charge: Level 1
Media device not included.",Bulk Packed,Bulk Packed / 18 lbs. per case of 750,Media device not included.,, Level 1,500,1500,2500,3750,5000,0.67 ,0.62 ,0.56 ,0.51 ,0.45 
SM-4844,New,The Cougar Pen-Stylus - Neon,ABS Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,ABS Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Neon Blue, Neon Green, Neon Orange, Neon Pink or Neon Yellow","5.75"" L","ColorPrint per side: 3/4"" H x 1-1/4"" W (1 color only)","Bulk Packed / 18 lbs. per case of 750
Run Charge: Level 1
Media device not included.",Bulk Packed,Bulk Packed / 18 lbs. per case of 750,Media device not included.,, Level 1,500,1500,2500,3750,5000,0.67 ,0.62 ,0.56 ,0.51 ,0.45 
SM-4850,Inline,The SoBe Pen-Stylus,Brass,,Triangular-shaped barrel.  Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Brass. Triangular-shaped barrel.  Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Blue, Green, Red or Silver","5.5"" L","ColorPrint: 1/4"" H x 1-1/2"" W
Laser Engraved: 1/4"" H x 1-1/2"" W (Engraves silver. Silver pen engraves tone-on-tone.)","Inserted in velvet pouch / 23 lbs. per case of 1000
Run Charge: Level 2",Inserted in velvet pouch,Inserted in velvet pouch / 23 lbs. per case of 1000,,, Level 2,150,700,1250,1875,2500,2.67 ,2.50 ,2.33 ,2.16 ,1.99 
SM-4851,Inline,The Fab Multi-Ink Pen-Stylus,Plastic,,"Ballpoint pen with 3 ink color options (Blue, Black, Red) and soft rubber stylus for touchscreen devices.","Plastic. Ballpoint pen with 3 ink color options (Blue, Black, Red) and soft rubber stylus for touchscreen devices.","Black, Green, Red, Royal Blue or Silver","5.5"" L","ColorPrint per side: 1/2"" H x 1-1/8"" W (1 color only)","Bulk Packed / 23 lbs. per case of 1000
Run Charge: Level 1",Bulk Packed,Bulk Packed / 23 lbs. per case of 1000,,, Level 1,250,1375,2500,3750,5000,1.30 ,1.22 ,1.15 ,1.07 ,0.99 
SM-4852,New,The Axis Metal Pen-Stylus,Aluminum,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Aluminum. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Green, Gunmetal, Red, Royal Blue or Silver","5.5"" L","Laser Engraved per side: 1/4"" H x 1-1/2"" W (engraves white)
ColorPrint: 1/2"" H x 1-1/2"" W (1 color only)","Inserted in velvet pouch / 18 lbs. per case of 500
Run Charge: Level 2
Media device not included.",Inserted in velvet pouch,Inserted in velvet pouch / 18 lbs. per case of 500,Media device not included.,, Level 2,250,750,1250,1875,2500,1.88 ,1.78 ,1.69 ,1.59 ,1.49 
SM-4853,Inline,The Iris Multi-Ink Pen-Stylus,Metal,,Twist-action ballpoint pen. Twist grip to choose between the 2 ink color options: Black or Blue.  Includes soft rubber stylus for touchscreen devices.,Metal. Twist-action ballpoint pen. Twist grip to choose between the 2 ink color options: Black or Blue.  Includes soft rubber stylus for touchscreen devices.,"Black, Gunmetal, Red or Royal Blue","5.56"" L","ColorPrint: 5/8"" H x 1-1/2"" W
Laser Engraved: 1/4"" H x 1-1/2"" W (engraves silver)","Inserted in velvet pouch / 16 lbs. per case of 800
Run Charge: Level 1",Inserted in velvet pouch,Inserted in velvet pouch / 16 lbs. per case of 800,,, Level 1,200,725,1250,1875,2500,1.66 ,1.57 ,1.48 ,1.38 ,1.29 
SM-4855,New,The Babel Metal Pen-Stylus,Aluminum,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Aluminum. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Green, Gunmetal, Red or Royal Blue","5.25"" L","Laser Engraved per side: 1/4"" H x 2"" W (engraves white)","Inserted in velvet pouch / 18 lbs. per case of 500
Run Charge: Level 2
Media device not included.",Inserted in velvet pouch,Inserted in velvet pouch / 18 lbs. per case of 500,Media device not included.,, Level 2,300,775,1250,1875,2500,1.69 ,1.57 ,1.44 ,1.32 ,1.19 
SM-4858,Inline,The Zoe Pen-Stylus,Metal,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Metal. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Lime Green, Orange, Red, Royal Blue or White","4.5"" L","Laser Engraved per side: 1/4"" H x 1-3/4"" W (Engraves silver. Silver pen engraves tone-on-tone.)","Inserted in velvet pouch / 16 lbs. per case of 500
Run Charge: Level 2
Media device not included.",Inserted in velvet pouch,Inserted in velvet pouch / 16 lbs. per case of 500,Media device not included.,, Level 2,200,725,1250,1875,2500,1.78 ,1.69 ,1.59 ,1.49 ,1.39 
SM-4859,Inline,The Electra Pen-Stylus,Metal,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Metal. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Green, Red, Royal Blue or Silver","5.5"" L","Laser Engraved per side: 1/4"" H x 1-1/2"" W (Engraves silver. Silver pen engraves tone-on-tone.)","Inserted in velvet pouch / 16 lbs. per case of 500
Run Charge: Level 2
Media device not included.",Inserted in velvet pouch,Inserted in velvet pouch / 16 lbs. per case of 500,Media device not included.,, Level 2,250,750,1250,1875,2500,1.44 ,1.37 ,1.31 ,1.25 ,1.19 
SM-4860,Inline,The Speigle Pen-Stylus,Plastic,,Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,Plastic. Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Green, Red, Royal Blue or Silver","5.625"" L","ColorPrint under clip, per side: 1/4"" H x 1-3/8"" W (default imprint area)
ColorPrint per side: 1/2"" H x 1-5/8"" W (1 color only)
ColorPrint per side: 1/4"" H x 1-5/8"" W (multi-color)","Bulk Packed / 22 lbs. per case of 1000
Run Charge: Level 3",Bulk Packed,Bulk Packed / 22 lbs. per case of 1000,,, Level 3,300,1400,2500,3750,5000,1.30 ,1.22 ,1.14 ,1.07 ,0.99 
SM-4861,Inline,The Lannister Metal Pen-Stylus,Aluminum,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Aluminum. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Green, Gunmetal, Red, Royal Blue or Silver","5.5"" L","ColorPrint: 1/2"" H x 2-1/4"" W (1 color only)
Laser Engraved: 1/4"" H x 2-1/4"" W (Engraves silver. Silver pen engraves tone-on-tone.)","Inserted in velvet pouch / 16 lbs. per case of 1000
Run Charge: Level 2",Inserted in velvet pouch,Inserted in velvet pouch / 16 lbs. per case of 1000,,, Level 2,250,1375,2500,3750,5000,1.42 ,1.34 ,1.26 ,1.17 ,1.09 
SM-4862,Inline,The Sansa Pen-Stylus,Aluminum,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,Aluminum. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Silver w/ Black Trim, Silver w/ Red Trim or Silver w/ Royal Blue Trim","5.5"" L","ColorPrint: 1/4"" H x 2"" W (1 color only)
Laser Engraved: 1/4"" H x 2"" W (engraves white)","Inserted in velvet pouch / 16 lbs. per case of 1000
Run Charge: Level 2",Inserted in velvet pouch,Inserted in velvet pouch / 16 lbs. per case of 1000,,, Level 2,200,725,1250,1875,2500,1.86 ,1.74 ,1.62 ,1.51 ,1.39 
SM-4880,Inline,The Seville Pen-Stylus,Brass,,Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,Brass. Twist-action ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Blue, Burgundy or Green","5.625"" L","ColorPrint: 5/8"" H x 1-3/4"" W (1 color only)
Laser Engraved: 1/4"" H x 2-1/2"" W (engraves silver)","Inserted in velvet pouch / 24 lbs. per case of 500
Run Charge: Level 2",Inserted in velvet pouch,Inserted in velvet pouch / 24 lbs. per case of 500,,, Level 2,150,700,1250,1875,2500,2.42 ,2.21 ,2.00 ,1.80 ,1.59 
SM-4891,Inline,The Rio Click Pen-Stylus - Tradition,ABS Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,ABS Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"White w/ Black Trim, White w/ Green Trim, White w/ Navy Blue Trim, White w/ Orange Trim or White w/ Red Trim","5.5"" L","ColorPrint per side: 1/2"" H x 1-3/4"" W (1 color only)","
Run Charge: Level 1",Bulk Packed,,,, Level 1,500,1500,2500,3750,5000,0.71 ,0.64 ,0.57 ,0.50 ,0.43 
SM-4892,Inline,The Rio Click Pen-Stylus - Spirit,ABS Plastic,,Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,ABS Plastic. Retractable ballpoint pen with soft rubber stylus for touchscreen devices.,"Black, Green, Navy Blue, Orange or Red","5.5"" L","ColorPrint per side: 1/2"" H x 1-3/4"" W (1 color only)","
Run Charge: Level 1",Bulk Packed,,,, Level 1,500,1500,2500,3750,5000,0.71 ,0.64 ,0.57 ,0.50 ,0.43 
SM-5001,Inline,The Galaxy Series Ballpoint Pen,Lacquer-coated brass,,Twist-action. German ink cartridge. Swiss nib.,Lacquer-coated brass. Twist-action. German ink cartridge. Swiss nib.,Black or Satin Chrome,"5.625"" L","ColorPrint on barrel only: 1/2"" H x 1-1/4"" W (default imprint area)
Laser Engraved on cap only per side: 1/4"" H x 1-1/4"" W (Black engraves silver. Satin chrome engraves gold or black with oxidation.)","Inserted in velvet pouch / 20 lbs. per case of 500
Run Charge: Level 1",Inserted in velvet pouch,Inserted in velvet pouch / 20 lbs. per case of 500,,, Level 1,100,675,1250,1875,2500,3.27 ,3.20 ,3.13 ,3.06 ,2.99 
SM-5004,Inline,The Jasper Pen,Aluminum,,Retractable. Ballpoint.,Aluminum. Retractable. Ballpoint.,"Black, Blue or Red","5.375"" L","Laser Engraved per side: 1/4"" H x 1-1/2"" W (engraves white)","Packed in trays / 16 lbs. per case of 560
Run Charge: Level 1",Packed in trays,Packed in trays / 16 lbs. per case of 560,,, Level 1,200,725,1250,1875,2500,1.58 ,1.50 ,1.43 ,1.36 ,1.29 
SM-5011,Inline,The Marx Pen,Aluminum barrel and clip,,Retractable. Ballpoint.,Aluminum barrel and clip. Retractable. Ballpoint.,"Black, Blue or Red","5.375"" L","Laser Engraved per side: 1/4"" H x 1-1/4"" W (engraves white)","Packed in trays / 21 lbs. per case of 500
Run Charge: Level 2",Packed in trays,Packed in trays / 21 lbs. per case of 500,,, Level 2,200,725,1250,1875,2500,1.68 ,1.58 ,1.49 ,1.39 ,1.29 
