Item #,Category,Name,Color,Description,Length,Height,Width,Diameter,Fabric/Material,Code,Min Qty,US Min Price,CDN Min Price,2nd Qty,US 2nd Price,CDN 2nd Price,3rd Qty,US 3rd Price,CDN 3rd Price,EQP Qty,US EQP Price,CDN EQP Price,Price Valid Through,Print,Embroider,Deboss/Emboss,Logomagic,Patch,Gemphoto/Heat Transfers,Laser Engrave,Personalization,Weight Per Carton Lbs,Quantity Per Box,Carton Dimensions
2257,Business Bags,Midtown Messenger Bag,Kelly Green,^D-ring pull tab with Velcro closure^ Multi-function organizer under front flap^Mesh water bottle pocket^Stylus or pen loop^ID window on back^Adjustable shouder strap,14.5,11,3.5,0,600D Polyester,PQ2R,50,8.25,11.25,100,7.25,9.75,300,6.25,8.48,1000,5.98,8.25,12/31/2015 0:00:00,Front pocket center 9W 4H,"Front panel center 5"" dia",,,,Front panel center 8W 4H,,,36,55,19 x 15 x 16
2265,"Business Bags, Essential Styles",Neoprene Ultrabookâ„¢ Computer Portfolio,Black,"^Front and rear pockets sized to fit a tablet^Multi-function organizer^Padded, adjustable shoulder strap with premium nylon webbing^Zippered computer compartment fits most 13â€ laptops and 14â€ Ultrabooks",15,13,1,0,neoprene,R,25,9.98,12.48,,,,,,,25,9.98,12.48,3/31/2015 0:00:00,Front pocket center 8W 4H,,,,,,,,13,20,23 x 17 x 13
2266,"Business Bags, Kid-friendly, Essential Styles",Omni Tablet Messenger Bag,Black,"^Exterior features front zippered pocket, stylus or pen loop and earphone outlet^Organizer and ID window under front flap^Main compartment with Velcro closure sized to fit a catalog or tablet with a case (fits up to a 10"" tablet)^Interior tablet pocket (fits up to a 7"" tablet with a case)^Adjustable shoulder strap^Top grab handle^Back pocket with Velcro closure fits a catalog and also provides a secondary decoration option",11.25,12.5,2.5,0,600D Polyester,PQ2R,50,10.48,13.98,100,8.98,11.98,300,7.75,10.48,1000,7.48,9.98,12/31/2015 0:00:00,Front pocket center 6.5W 3H Front pocket upper center 6.5W 1.5H,"Front pocket upper center 3.5W 2H Front pocket center 3.5"" dia Back pocket center 5.5"" dia",,,,Front pocket center 6.5W 3H Front pocket upper center 6.5W 1.5H,,,20,40,24 x 16 x 11
2267,"Business Bags, Kid-friendly, Essential Styles",Omni Tablet Messenger Bag,Royal,"^Exterior features front zippered pocket, stylus or pen loop and earphone outlet^Organizer and ID window under front flap^Main compartment with Velcro closure sized to fit a catalog or tablet with a case (fits up to a 10"" tablet)^Interior tablet pocket (fits up to a 7"" tablet with a case)^Adjustable shoulder strap^Top grab handle^Back pocket with Velcro closure fits a catalog and also provides a secondary decoration option",11.25,12.5,2.5,0,600D Polyester,PQ2R,50,10.48,13.98,100,8.98,11.98,300,7.75,10.48,1000,7.48,9.98,12/31/2015 0:00:00,Front pocket center 6.5W 3H Front pocket upper center 6.5W 1.5H,"Front pocket upper center 3.5W 2H Front pocket center 3.5"" dia Back pocket center 5.5"" dia",,,,Front pocket center 6.5W 3H Front pocket upper center 6.5W 1.5H,,,20,40,24 x 16 x 11
2268,"Business Bags, Kid-friendly, Essential Styles",Omni Tablet Messenger Bag,Red,"^Exterior features front zippered pocket, stylus or pen loop and earphone outlet^Organizer and ID window under front flap^Main compartment with Velcro closure sized to fit a catalog or tablet with a case (fits up to a 10"" tablet)^Interior tablet pocket (fits up to a 7"" tablet with a case)^Adjustable shoulder strap^Top grab handle^Back pocket with Velcro closure fits a catalog and also provides a secondary decoration option",11.25,12.5,2.5,0,600D Polyester,PQ2R,50,10.48,13.98,100,8.98,11.98,300,7.75,10.48,1000,7.48,9.98,12/31/2015 0:00:00,Front pocket center 6.5W 3H Front pocket upper center 6.5W 1.5H,"Front pocket upper center 3.5W 2H Front pocket center 3.5"" dia Back pocket center 5.5"" dia",,,,Front pocket center 6.5W 3H Front pocket upper center 6.5W 1.5H,,,20,40,24 x 16 x 11
2275,"Business Bags, Essential Styles",Neoprene Ultrabookâ„¢ Computer Messenger Bag,Black,^Multi-function organizer and storage pocket under front flap^Rear tablet pocket with zippered closure^Adjustable shoulder strap with premium nylon webbing ^Zippered computer compartment fits most 13â€ laptops and 14â€ Ultrabooks^Padded top grab handle,11.5,14.5,1.75,0,neoprene,R,25,9.98,11.99,,,,,,,25,9.98,11.99,12/31/2015 0:00:00,Front pocket center 6W 5H,,,,,,,,19,25,23 x 17 x 13
2277,"Padfolios/e-Padfolios, Tablet Accessories",Delegate E-Padfolio,Black,"^Stay organized and look professional with this classic business padfolio^Zippered closure^Multi-function organizer for business cards and USBs^Scratch-resistant sleeve for e-reader or tablet with Velcro closure^Smartphone mesh pocket^Pen loop (pen not included)^Includes 8.5x11"" paper pad, accommodates A4 paper pad^Fits up to a 10"" tablet",13.75,10.25,1,0,Simulated Leather,PQ2R,25,17.98,24.48,50,15.48,21.25,100,13.48,18.75,300,12.98,18.25,12/31/2015 0:00:00,Spine left front panel center 6W 9H Spine bottom front panel center 9W 6H,,Spine left front panel center 3W 5H Spine bottom front panel center 5W 3H,,,,,,40,25,24 x 16 x 11
2278,"Padfolios/e-Padfolios, Mobile Tech",Imperial Leather E-Padfolio,Black,"^Classic styling^Interior scratch-resistant tablet pocket with Velcro closure (fits all tablets)^Multi-function organizer with mesh smartphone pocket^Unique FlipTuckTM feature for storing paper behind pad while taking notes^Includes 8 Â½"" x 11"" paper pad^Pen or stylus loop",10.25,13.75,1.25,0,Leather,PQ2R,25,27.75,36.25,50,23.75,31.25,100,20.75,27.48,300,19.98,26.48,12/31/2015 0:00:00,Spine left front panel center 6W 9H Spine left front panel upper center 5W 4.5H,,Spine Left Front Panel Center 4W 5H Spine left front panel lower right corner 3W 1H,,,,,Spine left front panel lower right corner 3 characters 24 point,38,20,24 x 16 x 11
2290,"Business Bags, Essential Styles",Freestyle Computer Messenger Bag,Navy Blue,"^Urban styling means even the most tech savvy professional will look great on the go^Padded computer sleeve (fits up to: 15.4"" laptop) with accessory pockets^MP3/CD player pocket and molded outlet for earphones^Front zippered pocket^Padded grab handle^Adjustable, non-removable shoulder strap",17,13.5,6,0,600D Polyester,PQ2R,25,27.75,35.75,50,23.75,30.48,100,20.75,26.75,300,19.98,25.75,12/31/2015 0:00:00,Front pocket center 10W 4H (2)Â Back pocket center 11W 5.5H,"Front pocket center 5.5"" dia. Back pocket center 5.5"" dia.",,,ID window back panel upper center,,,,34,20,19 x 15 x 16
2291,"Business Bags, Essential Styles",Freestyle Computer Messenger Bag,Grey,"^Urban styling means even the most tech savvy professional will look great on the go^Padded computer sleeve (fits up to: 15.4"" laptop) with accessory pockets^MP3/CD player pocket and molded outlet for earphones^Front zippered pocket^Padded grab handle^Adjustable, non-removable shoulder strap",17,13.5,6,0,600D Polyester,PQ2R,25,27.75,35.75,50,23.75,30.48,100,20.75,26.75,300,19.98,25.75,12/31/2015 0:00:00,Front pocket center 10W 4H (2)Â Back pocket center 11W 5.5H,"Front pocket center 5.5"" dia. Back pocket center 5.5"" dia.",,,ID window back panel upper center,,,,34,20,19 x 15 x 16
2292,"Business Bags, Essential Styles",Freestyle Computer Messenger Bag,Red,"^Urban styling means even the most tech savvy professional will look great on the go^Padded computer sleeve (fits up to: 15.4"" laptop) with accessory pockets^MP3/CD player pocket and molded outlet for earphones^Front zippered pocket^Padded grab handle^Adjustable, non-removable shoulder strap",17,13.5,6,0,600D Polyester,PQ2R,25,27.75,35.75,50,23.75,30.48,100,20.75,26.75,300,19.98,25.75,12/31/2015 0:00:00,Front pocket center 10W 4H (2)Â Back pocket center 11W 5.5H,"Front pocket center 5.5"" dia. Back pocket center 5.5"" dia.",,,ID window back panel upper center,,,,34,20,19 x 15 x 16
2293,"Business Bags, Essential Styles",Freestyle Computer Messenger Bag,Black,"^Urban styling means even the most tech savvy professional will look great on the go^Padded computer sleeve (fits up to: 15.4"" laptop) with accessory pockets^MP3/CD player pocket and molded outlet for earphones^Front zippered pocket^Padded grab handle^Adjustable, non-removable shoulder strap",17,13.5,6,0,600D Polyester,PQ2R,25,27.75,35.75,50,23.75,30.48,100,20.75,26.75,300,19.98,25.75,12/31/2015 0:00:00,Front pocket center 10W 4H (2)Â Back pocket center 11W 5.5H,"Front pocket center 5.5"" dia. Back pocket center 5.5"" dia.",,,ID window back panel upper center,,,,34,20,19 x 15 x 16
2296,Business Bags,Sync Computer Messenger Bag,Black,"^Sleek, contoured design ^ Front zippered pocket ^ Multi-function organizer and additional storage pockets under front flap ^ Velcro closure ^ Large main compartment with zippered, padded laptop pocket (fits up to a 14"" laptop) ^ Back features padded, zippered tablet pocket for easy access (fits up to a 10"" tablet) ^ Broad, adjustable shoulder strap and padded top grab handle ^ Integrated, adjustable water bottle pocket (water bottle not included) ^ Pen, stylus loop",16,11.5,5.25,0,420D Dobby/600D Polyester,R,25,17.98,23.09,,,,,,,25,17.98,23.09,12/31/2015 0:00:00,Front pocket center 7W 3.5H,"Front pocket center 3"" dia",,,,,,,0,20,19 x 15 x 16
2297,Business Bags,Sync Computer Messenger Bag,Dark Grey,"^Sleek, contoured design ^ Front zippered pocket ^ Multi-function organizer and additional storage pockets under front flap ^ Velcro closure ^ Large main compartment with zippered, padded laptop pocket (fits up to a 14"" laptop) ^ Back features padded, zippered tablet pocket for easy access (fits up to a 10"" tablet) ^ Broad, adjustable shoulder strap and padded top grab handle ^ Integrated, adjustable water bottle pocket (water bottle not included) ^ Pen, stylus loop",16,11.5,5.25,0,420 nylon dobby / 600d poly,R,25,17.98,23.09,,,,,,,25,17.98,23.09,12/31/2015 0:00:00,Front pocket center 7W 3.5H,"Front pocket center 3"" dia",,,,,,,0,20,19 x 15 x 16
23200,"Writing Instruments, Brands",Zebra Candy Retractable Ballpoint,Red,^Fun and fashionable plastic barrel with sleek rubber wrap^Ink colors match barrel colors^Medium point,0,5.12,0,0.346,Plastic,PQ2R,300,0.9,1.32,600,0.77,1.15,750,0.68,1.01,1000,0.65,0.98,12/31/2015 0:00:00,Opposite clip barrel center 1.75W .5H,,,,,,,,15,750,16 x 15 x 6
23210,"Writing Instruments, Brands",Zebra Candy Retractable Ballpoint,Black,^Fun and fashionable plastic barrel with sleek rubber wrap^Ink colors match barrel colors^Medium point,0,5.12,0,0.346,Plastic,PQ2R,300,0.9,1.32,600,0.77,1.15,750,0.68,1.01,1000,0.65,0.98,12/31/2015 0:00:00,Opposite clip barrel center 1.75W .5H,,,,,,,,15,750,16 x 15 x 6
23220,"Writing Instruments, Brands",Zebra Candy Retractable Ballpoint,Blue,^Fun and fashionable plastic barrel with sleek rubber wrap^Ink colors match barrel colors^Medium point,0,5.12,0,0.346,Plastic,PQ2R,300,0.9,1.32,600,0.77,1.15,750,0.68,1.01,1000,0.65,0.98,12/31/2015 0:00:00,Opposite clip barrel center 1.75W .5H,,,,,,,,15,750,16 x 15 x 6
23230,"Writing Instruments, Brands",Zebra Candy Retractable Ballpoint,Pink,^Fun and fashionable plastic barrel with sleek rubber wrap^Ink colors match barrel colors^Medium point,0,5.12,0,0.346,Plastic,PQ2R,300,0.9,1.32,600,0.77,1.15,750,0.68,1.01,1000,0.65,0.98,12/31/2015 0:00:00,Opposite clip barrel center 1.75W .5H,,,,,,,,15,750,16 x 15 x 6
23240,"Writing Instruments, Brands",Zebra Candy Retractable Ballpoint,Green,^Fun and fashionable plastic barrel with sleek rubber wrap^Ink colors match barrel colors^Medium point,0,5.12,0,0.346,Plastic,PQ2R,300,0.9,1.32,600,0.77,1.15,750,0.68,1.01,1000,0.65,0.98,12/31/2015 0:00:00,Opposite clip barrel center 1.75W .5H,,,,,,,,15,750,16 x 15 x 6
23280,"Writing Instruments, Brands",Zebra Candy Retractable Ballpoint,Purple,^Fun and fashionable plastic barrel with sleek rubber wrap^Ink colors match barrel colors^Medium point,0,5.12,0,0.346,Plastic,PQ2R,300,0.9,1.32,600,0.77,1.15,750,0.68,1.01,1000,0.65,0.98,12/31/2015 0:00:00,Opposite clip barrel center 1.75W .5H,,,,,,,,15,750,16 x 15 x 6
23290,"Writing Instruments, Brands",Zebra Candy Retractable Ballpoint,Orange,^Fun and fashionable plastic barrel with sleek rubber wrap^Ink colors match barrel colors^Medium point,0,5.12,0,0.346,Plastic,PQ2R,300,0.9,1.32,600,0.77,1.15,750,0.68,1.01,1000,0.65,0.98,12/31/2015 0:00:00,Opposite clip barrel center 1.75W .5H,,,,,,,,15,750,16 x 15 x 6
2361,"Business Bags, Essential Styles",Impact Vertical Computer Messenger Bag,Black/Orange,"^This modern computer bag was designed with the tech-savvy professional in mind^Padded, scratch-resistant exterior pocket fits most tablets and e-readers^Padded, zippered computer sleeve fits up to a 15.4"" laptop^Front zippered pocket^Side mesh water bottle pocket (water bottle not included)^Side cell phone pocket with Velcro closure^Multi-function organizer under front flap^Wide, adjustable shoulder strap for carrying comfort.^Fits up to a 10â€ tablet",12.5,15.5,4,0,420d dobby,PQ2R,25,27.75,36.98,50,23.75,31.75,100,20.75,27.75,300,19.98,26.75,12/31/2015 0:00:00,Front pocket center 6W 6H,"Front pocket center 4"" dia.",,,,Front pocket center 5W 5H,,,25,20,19 x 15 x 16
2362,"Business Bags, Essential Styles",Impact Vertical Computer Messenger Bag,Dark Grey,"^This modern computer bag was designed with the tech-savvy professional in mind^Padded, scratch-resistant exterior pocket fits most tablets and e-readers^Padded, zippered computer sleeve fits up to a 15.4"" laptop^Front zippered pocket^Side mesh water bottle pocket (water bottle not included)^Side cell phone pocket with Velcro closure^Multi-function organizer under front flap^Wide, adjustable shoulder strap for carrying comfort.^Fits up to a 10â€ tablet",12.5,15.5,4,0,420d polyester,PQ2R,25,27.75,36.98,50,23.75,31.75,100,20.75,27.75,300,19.98,26.75,12/31/2015 0:00:00,Front pocket center 6W 6H,"Front pocket center 4"" dia.",,,,Front pocket center 5W 5H,,,25,20,19 x 15 x 16
2365,"Business Bags, Essential Styles",Ovation Portfolio,Black,"^Zippered main compartment ^ Front pocket sized to fit up to a 10"" tablet with a case ^ Shoulder strap and top grab handles ^ Water bottle pocket (water bottle not included) ^ ID window on back ^ Pen, stylus loops",16.5,11.75,3.5,0,600D Polyester,PQ2R,100,6.98,8.98,300,5.98,7.75,600,5.25,6.75,1000,4.98,6.48,12/31/2015 0:00:00,Front pocket center 9W 5H,"Front pocket center 4.5"" dia",,,,,,,35,70,19 x 15 x 16
2366,"Business Bags, Essential Styles",Ovation Portfolio,Royal Blue,"^Zippered main compartment ^ Front pocket sized to fit up to a 10"" tablet with a case ^ Shoulder strap and top grab handles ^ Water bottle pocket (water bottle not included) ^ ID window on back ^ Pen, stylus loops",16.5,11.75,3.5,0,600D Polyester,PQ2R,100,6.98,8.98,300,5.98,7.75,600,5.25,6.75,1000,4.98,6.48,12/31/2015 0:00:00,Front pocket center 9W 5H,"Front pocket center 4.5"" dia",,,,,,,35,70,19 x 15 x 16
2367,"Business Bags, Essential Styles",Ovation Portfolio,Red,"^Zippered main compartment ^ Front pocket sized to fit up to a 10"" tablet with a case ^ Shoulder strap and top grab handles ^ Water bottle pocket (water bottle not included) ^ ID window on back ^ Pen, stylus loops",16.5,11.75,3.5,0,600D Polyester,PQ2R,100,6.98,8.98,300,5.98,7.75,600,5.25,6.75,1000,4.98,6.48,12/31/2015 0:00:00,Front pocket center 9W 5H,"Front pocket center 4.5"" dia",,,,,,,35,70,19 x 15 x 16
2368,"Business Bags, Essential Styles",Ovation Portfolio,Apple Green,"^Zippered main compartment ^ Front pocket sized to fit up to a 10"" tablet with a case ^ Shoulder strap and top grab handles ^ Water bottle pocket (water bottle not included) ^ ID window on back ^ Pen, stylus loops",16.5,11.75,3.5,0,600D Polyester,PQ2R,100,6.98,8.98,300,5.98,7.75,600,5.25,6.75,1000,4.98,6.48,12/31/2015 0:00:00,Front pocket center 9W 5H,"Front pocket center 4.5"" dia",,,,,,,35,70,19 x 15 x 16
2369,"Business Bags, Essential Styles",Ovation Portfolio,Purple,"^Zippered main compartment ^ Front pocket sized to fit up to a 10"" tablet with a case ^ Shoulder strap and top grab handles ^ Water bottle pocket (water bottle not included) ^ ID window on back ^ Pen, stylus loops",16.5,11.75,3.5,0,600D Polyester,PQ2R,100,6.98,8.98,300,5.98,7.75,600,5.25,6.75,1000,4.98,6.48,12/31/2015 0:00:00,Front pocket center 9W 5H,"Front pocket center 4.5"" dia",,,,,,,35,70,19 x 15 x 16
2375,"Technology, Tablet Accessories",Axel iPadÂ® Swivel Stand,Black,"^Slim, protective case with frameless mount easily snaps onto iPad ^ Elastic strap closure ^ 360 degree rotating stand adjusts for portrait or landscape viewing ^ Unique feature enables iPad sleep mode when closed and turns it back on when opened ^ Camera hole feature ^ 2-piece gift box included ^ Compatible with iPadÂ® 2, 3rd generation and iPad 4",7.625,9.75,0.75,0,Simulated Leather,R,25,7.98,8.36,,,,,,,25,7.98,8.36,3/31/2015 0:00:00,,,Spine bottom front panel center 4W 3H Left front panel center 3W 4H,,,,,,27,27,24 x 16 x 11
2376,"Gifts, Clearance, Technology, Tablet Accessories",Axis iPad Stand with Sleeve,Black,"^Slim, protective case with frameless mount easily snaps onto iPad^Elastic strap closure^360 degree rotating stand adjusts for portrait or landscape viewing^Unique feature enables iPad sleep mode when closed and turns it back on when opened^Sleeve secures the tablet to your hand to allow for a comfortable position while viewing your tablet^Camera hole feature^Compatible with iPadÂ® 2, 3rd generation and iPad 4",7.75,9.75,0.75,0,Simulated Leather,R,25,9.98,12,,,,,,,25,9.98,12,12/31/2015 0:00:00,Spine bottom front panel center 7W 5H,,Spine Bottom Front Panel Center 5W 4H,,,,,,35,35,24 x 16 x 11
2382,"Business Bags, Essential Styles",Intensity Computer Messenger Bag,Red,"^Front zippered pocket sized to fit a tablet with a case (fits up to a 10"" tablet) ^ Front flap with buckle closures conceals multi-function organizer ^ Large main compartment ^ Removable recycled felt laptop sleeve with Velcro tab closure (fits up to a 15.4"" laptop) ^ Side mesh water bottle pocket (water bottle not included) ^ Molded top grab handle and adjustable shoulder strap",16,11.5,4.25,0,420D Dobby/600D Polyester,R,25,14.98,20.97,,,,,,,25,14.98,20.97,12/31/2015 0:00:00,Front pocket center 10W 3.5H Front pocket upper center 10W 1.75H Back Panel Center 12W 7H Inside removable felt sleeve center 10W 7H,"Front pocket center 4"" dia Back panel center 5"" dia.",,,,,,,30,25,19 x 15 x 16
2385,"Technology, Tablet Accessories",Pivot Leather iPadÂ® Swivel Stand,Black,"^Slim, protective case with frameless mount easily snaps onto iPad ^ Elastic strap closure ^ 360 degree rotating stand adjusts for portrait or landscape viewing ^ Unique feature enables iPad sleep mode when closed and turns it back on when opened ^ Camera hole feature ^ 2-piece gift box included ^ Compatible with iPadÂ® 2, 3rd generation and iPad 4",7.625,9.75,0.75,0,Leather,R,12,14.98,15.62,,,,,,,12,14.98,15.62,3/31/2015 0:00:00,,,Spine Bottom Front Panel Center 5W 4H,,,,,,28,28,24 x 16 x 11
2389,"Gifts, Technology, Tablet Accessories",Swivel Leather iPad Stand with Sleeve,Black,"^Slim, protective case with frameless mount easily snaps onto iPad^Elastic strap closure^360 degree rotating stand adjusts for portrait or landscape viewing^Unique feature enables iPad sleep mode when closed and turns it back on when opened^Sleeve secures the tablet to your hand to allow for a comfortable position while viewing your tablet^Camera hole feature^Compatible with iPadÂ® 2, 3rd generation and iPad 4",7.75,9.75,0.75,0,Leather,R,12,19.98,27.64,,,,,,,12,19.98,27.64,12/31/2015 0:00:00,Spine bottom front panel center 7W 5H,,Spine Bottom Front Panel Center 5W 4H,,,,,,23,20,23 x 17 x 6
2396,"Business Bags, Kid-friendly, Essential Styles",Compass Messenger Bag,Black,"^Front zippered pocket^Side mesh water bottle pocket^Large main compartment with Velcro closure^Mesh zippered pocket and tablet pocket with Velcro closure (sized to fit up to a 10"" tablet with a case) under front flap^Exterior stylus or pen loop^Adjustable shoulder strap^Top grab handle",16,11.25,3.25,0,600D Polyester,PQ2R,50,13.75,17.75,100,11.98,15.48,300,10.48,13.48,1000,9.98,12.98,12/31/2015 0:00:00,Front pocket center 5W 5H Front pocket upper center 6W 2.5H,Front pocket center 4.5W 2H Front pocket upper center 3.5W 1.5H,Add-a-patch center 2.5W x 1.125H,,,Front pocket center 5W 5H,,,39,50,19 x 15 x 16
2397,"Business Bags, Kid-friendly, Essential Styles",Compass Messenger Bag,Royal,"^Front zippered pocket^Side mesh water bottle pocket^Large main compartment with Velcro closure^Mesh zippered pocket and tablet pocket with Velcro closure (sized to fit up to a 10"" tablet with a case) under front flap^Exterior stylus or pen loop^Adjustable shoulder strap^Top grab handle",16,11.25,3.25,0,600D Polyester,PQ2R,50,13.75,17.75,100,11.98,15.48,300,10.48,13.48,1000,9.98,12.98,12/31/2015 0:00:00,Front pocket center 5W 5H Front pocket upper center 6W 2.5H,Front pocket center 4.5W 2H Front pocket upper center 3.5W 1.5H,Add-a-patch center 2.5W x 1.125H,,,Front pocket center 5W 5H,,,39,50,19 x 15 x 16
2398,"Business Bags, Kid-friendly, Essential Styles",Compass Messenger Bag,Red,"^Front zippered pocket^Side mesh water bottle pocket^Large main compartment with Velcro closure^Mesh zippered pocket and tablet pocket with Velcro closure (sized to fit up to a 10"" tablet with a case) under front flap^Exterior stylus or pen loop^Adjustable shoulder strap^Top grab handle",16,11.25,3.25,0,600D Polyester,PQ2R,50,13.75,17.75,100,11.98,15.48,300,10.48,13.48,1000,9.98,12.98,12/31/2015 0:00:00,Front pocket center 5W 5H Front pocket upper center 6W 2.5H,Front pocket center 4.5W 2H Front pocket upper center 3.5W 1.5H,Add-a-patch center 2.5W x 1.125H,,,Front pocket center 5W 5H,,,39,50,19 x 15 x 16
2400,Business Bags,Executive Saddlebag,Black,"^Popular saddlebag with adjustable, removable shoulder strap^Front zippered pocket ^Multi-function organizer and key holder ^Main compartment expands to 7""",17,13,4.5,0,600D Polyester,R,25,12.98,17.82,,,,,,,25,12.98,17.82,3/31/2015 0:00:00,FrontÂ Â pocket centerÂ 10W 4H Front pocket lower right cornerÂ 4WÂ 2H,"Front pocket center 4.5"" dia.",,,Front pocket upper center 2.5W 1.125H,,,,38,30,19 x 15 x 16
2401,Business Bags,Executive Saddlebag,Navy,"^Popular saddlebag with adjustable, removable shoulder strap^Front zippered pocket ^Multi-function organizer and key holder ^Main compartment expands to 7""",17,13,4.5,0,600D Polyester,R,25,12.98,17.82,,,,,,,25,12.98,17.82,3/31/2015 0:00:00,FrontÂ Â pocket centerÂ 10W 4H Front pocket lower right cornerÂ 4WÂ 2H,"Front pocket center 4.5"" dia.",,,Front pocket upper center 2.5W 1.125H,,,,38,30,19 x 15 x 16
2407,"Gifts, Clearance, Technology, Tablet Accessories",Vista iPad Stand with Sleeve,Black,"^Make your tablet easy to hold, display and use!^Mesh sleeve secures the tablet to your hand or arm to allow for a comfortable position while easily viewing your tablet^Vertical and horizontal sleeve options enable you to use and display tablet in landscape or portrait orientation^Includes camera hole feature^Stand features 4 settings so that you can choose the perfect angle for viewing^Protective carrying case with elastic closure^Business card pocket^Front pocket^Instructions included^o Designed specifically for iPad 2. 3rd generation and iPad 4^Gift box included",8.25,10.25,1,0,1680D ballistic,R,25,9.98,11.31,,,,,,,25,9.98,11.31,12/31/2015 0:00:00,Front pocket center 7W 3.5H Front pocket upper center 7W 2.25H,,,,,,,,33,30,24 x 16 x 11
2412,"Padfolios/e-Padfolios, Tablet Accessories",Element Junior E-Padfolio,Black,"^Zippered closure^Scratch-resistant tablet pocket with Velcro tab closure (fits up to a 7"" tablet)^Multi-function organizer^Includes 5"" x 8"" paper pad^Stylus or pen loop",7.75,9.75,1,0,Simulated Leather,PQ2R,50,13.75,17.98,100,11.98,15.75,300,10.48,13.75,1000,9.98,13.25,12/31/2015 0:00:00,Spine bottom front pocket center 6W 3H,,Spine Bottom Front Pocket Center 4W 3H,,,,,,38,50,24 x 16 x 11
2413,"Padfolios/e-Padfolios, Mobile Tech",Endeavor E-Padfolio,Black,"^Contemporary styling^Front slash pocket^Interior scratch resistant tablet pocket with Velcro closure (fits all tablets)^Multi-function organizer with neoprene smartphone pocket^Includes 8 Â½"" x 11"" paper pad^Pen or stylus loop",10.25,13.75,1,0,Simulated Leather,PQ2R,25,20.75,27.75,50,17.75,23.98,100,15.48,20.98,300,14.98,20.48,12/31/2015 0:00:00,Spine bottom front pocket center 6W 4.5H Spine bottom front pocket upper center 6W 2.5H,Spine bottom front pocket upper center 4W 2.5H,Spine bottom front pocket center 5W 4H Spine bottom front pocket upper center 5W 4H,,,,,,37,25,24 x 16 x 11
2415,Padfolios/e-Padfolios,Writer's Pad,Black,"^Clean lines makes this an instant winner^Inside organizer^Pen loop (pen not included)^Includes 8.5"" x 11"" paper pad; accommodates A4 paper pad^Slash pocket fits most tablets",9.5,12.25,0,0,Simulated Leather,PQ2R,50,13.75,17.98,100,11.98,15.75,300,10.48,13.75,1000,9.98,13.25,12/31/2015 0:00:00,(1) Front center spine left 5.5W 9H (2) Front center spine bottom 9W 5.5H (3) Front lower right corner 3W 1.25H,,,,,,,,44,33,24 x 16 x 11
2416,"Padfolios/e-Padfolios, Tablet Accessories",Element E-Padfolio,Black,"^Zippered closure^Scratch-resistant tablet pocket with Velcro tab closure (fits up to a 10"" tablet)^Multi-function organizer^Includes 6"" x 9"" paper pad^Stylus or pen loop",9.25,11.25,1,0,Simulated Leather,PQ2R,50,15.25,19.75,100,12.98,16.98,200,11.48,14.98,300,10.98,14.48,12/31/2015 0:00:00,Spine left front panel center 5W 8H,,Spine left front panel center 4W 4H,,,,,,36,30,24 x 16 x 11
2418,"Gifts, Clearance, Kid-friendly, Technology, Tablet Accessories",Campus Tablet Stand,Royal Blue,"^Doubles as a protective carrying case and a presentation stand, perfect for school or the office^Front pocket^Zippered closure^Removable Velcro corners to accommodate various-sized tablets and e-readers^Stand features 3 settings so that you can choose the perfect angle for viewing^Interior ID window with ID card^Stylus/pen loop^Clean Screenâ„¢ gently removes dust and fingerprints with an easy swipe^Clean Screenâ„¢ features fastening attachment to prevent loss^Top grab handle^Includes ID card^Fits up to a 10"" tablet^This product is kid-friendly/CPSIA compliant",11.5,8.25,1.25,0,600D Polyester,R,25,9.98,12.42,,,,,,,25,9.98,12.42,12/31/2015 0:00:00,Spine bottom front pocket center 7.5W 3.5H Spine left front pocket center 3.5W 7.5H Spine left front pocket lower center 3.5W 2.5H Spine left front pocket upper center 3.5W 2.5H,,,,,Spine bottom front pocket center 7W 3H,,,43,40,19 x 15 x 16
2419,"Gifts, Clearance, Kid-friendly, Technology, Tablet Accessories",Campus Tablet Stand,Dark Grey,"^Doubles as a protective carrying case and a presentation stand, perfect for school or the office^Front pocket^Zippered closure^Removable Velcro corners to accommodate various-sized tablets and e-readers^Stand features 3 settings so that you can choose the perfect angle for viewing^Interior ID window with ID card^Stylus/pen loop^Clean Screenâ„¢ gently removes dust and fingerprints with an easy swipe^Clean Screenâ„¢ features fastening attachment to prevent loss^Top grab handle^Includes ID card^Fits up to a 10"" tablet^This product is kid-friendly/CPSIA compliant",11.5,8.25,1.25,0,600D Polyester,R,25,9.98,12.42,,,,,,,25,9.98,12.42,12/31/2015 0:00:00,Spine bottom front pocket center 7.5W 3.5H Spine left front pocket center 3.5W 7.5H Spine left front pocket lower center 3.5W 2.5H Spine left front pocket upper center 3.5W 2.5H,,,,,Spine bottom front pocket center 7W 3H,,,43,40,19 x 15 x 16
